duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_type,label
0.03,tcp,telnet,SF,17,152,0,0,0,1,0,1,5,0,0,0,2,0,3,0,0,0,221,483,0.31,0.54,0.33,0.46,0.26,0.01,0.07,160,234,0.55,0.04,0.07,0.04,0.43,0.5,0.17,0.01,smurf,1
0.56,tcp,ssh,REJ,394,47,0,0,0,0,0,0,4,0,0,0,2,0,4,0,0,0,231,77,0.0,0.24,0.05,0.02,0.79,0.06,0.12,112,205,0.67,0.03,0.04,0.03,0.3,0.14,0.15,0.11,ipsweep,2
0.08,tcp,smtp,SF,549,82,0,0,0,2,0,1,5,0,0,0,0,0,3,0,0,0,35,411,0.26,0.45,0.05,0.05,0.79,0.43,0.15,90,234,0.51,0.0,0.04,0.12,0.78,0.24,0.01,0.01,neptune,1
0.78,udp,auth,SF,809,26,0,0,0,1,0,0,2,0,0,0,1,0,2,0,0,0,348,392,0.0,0.16,0.04,0.11,0.05,0.02,0.05,190,206,0.18,0.09,0.15,0.04,0.16,0.04,0.21,0.02,ipsweep,2
1.05,tcp,telnet,SF,2038,1281,0,0,0,8,0,1,1,0,0,0,0,0,1,0,0,0,174,63,0.1,0.01,0.13,0.1,0.96,0.14,0.05,240,245,0.99,0.01,0.18,0.02,0.45,0.05,0.09,0.01,normal,0
1.55,udp,finger,SF,4464,3224,0,0,0,13,0,1,1,0,0,0,0,0,2,0,0,0,470,266,0.03,0.0,0.21,0.11,0.87,0.19,0.35,79,174,0.82,0.01,0.04,0.06,0.2,0.07,0.03,0.02,normal,0
1.0,udp,auth,REJ,7102,223,0,0,0,14,0,1,1,0,0,0,1,0,1,0,0,0,367,91,0.06,0.02,0.01,0.07,0.89,0.02,0.04,64,68,1.0,0.01,0.01,0.05,0.07,0.03,0.05,0.09,normal,0
0.19,udp,auth,SF,543,28,0,0,0,3,0,1,1,0,0,0,0,0,2,0,0,0,75,405,0.09,0.66,0.2,0.05,0.56,0.03,0.05,121,242,0.25,0.03,0.02,0.0,1.0,0.63,0.02,0.11,smurf,1
0.45,tcp,ssh,SF,276,20,0,0,0,3,0,1,0,0,0,0,1,0,3,0,0,0,79,485,0.51,0.56,0.07,0.12,0.59,0.03,0.12,148,136,0.89,0.0,0.0,0.05,0.88,0.69,0.08,0.23,neptune,1
0.26,udp,auth,SF,64,15,0,3,0,4,0,1,2,0,0,0,1,0,2,0,0,0,458,401,0.83,0.93,0.0,0.13,0.94,0.06,0.02,226,92,0.68,0.04,0.07,0.28,0.41,0.68,0.05,0.01,smurf,1
0.18,tcp,smtp,SF,31,57,0,0,0,0,3,0,4,0,0,0,1,0,0,0,0,0,204,155,0.14,0.34,0.13,0.08,0.19,0.07,0.11,209,87,0.01,0.26,0.07,0.06,0.39,0.64,0.15,0.07,neptune,1
1.4,udp,private,S0,944,12893,0,0,0,13,0,1,0,0,0,0,0,0,3,0,0,0,388,131,0.13,0.07,0.2,0.12,0.99,0.14,0.13,184,113,0.91,0.14,0.19,0.09,0.01,0.04,0.41,0.06,normal,0
0.02,tcp,domain_u,SF,539,221,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,122,251,0.2,0.11,0.09,0.12,0.07,0.06,0.02,12,136,0.57,0.02,0.08,0.44,0.07,0.14,0.06,0.3,satan,2
0.82,tcp,telnet,SF,8286,2281,0,0,0,9,0,1,2,0,0,0,2,0,3,0,0,1,481,244,0.06,0.08,0.07,0.18,0.99,0.05,0.08,12,116,1.0,0.05,0.05,0.03,0.07,0.1,0.13,0.03,normal,0
0.02,udp,imap,SF,388,109,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,248,487,0.04,0.94,0.05,0.01,0.49,0.13,0.08,136,156,0.42,0.05,0.05,0.12,0.52,0.78,0.08,0.02,smurf,1
0.4,tcp,domain_u,SF,86,124,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,106,405,0.22,0.07,0.11,0.01,0.36,0.24,0.29,98,151,0.4,0.1,0.19,0.19,0.6,0.46,0.11,0.16,smurf,1
0.1,tcp,ssh,S0,354,105,0,0,0,1,0,0,3,0,0,0,1,0,3,0,0,0,278,370,0.1,0.05,0.07,0.04,0.87,0.08,0.29,225,70,0.2,0.09,0.0,0.05,0.13,0.0,0.06,0.32,nmap,2
1.61,udp,http,SF,5661,1549,0,0,0,19,0,1,0,0,0,0,1,0,2,0,0,0,482,190,0.18,0.02,0.01,0.06,0.95,0.02,0.32,169,89,0.92,0.05,0.14,0.2,0.17,0.01,0.25,0.0,normal,0
0.11,tcp,dns,SF,57,201,0,0,0,4,0,0,8,0,0,0,0,0,3,0,0,0,102,66,0.0,0.02,0.2,0.02,0.24,0.08,0.0,220,138,0.06,0.24,0.04,0.05,0.0,0.1,0.01,0.36,satan,2
0.04,tcp,telnet,SF,1027,42,0,0,0,2,0,0,3,0,0,0,2,0,3,0,0,0,448,469,0.05,0.23,0.06,0.28,0.15,0.06,0.25,13,86,1.0,0.2,0.2,0.01,0.08,0.17,0.07,0.06,satan,2
3.47,tcp,domain_u,SF,2826,2008,0,0,0,16,0,1,2,0,0,0,0,0,1,0,0,0,456,84,0.02,0.06,0.36,0.1,0.94,0.13,0.03,164,251,0.81,0.36,0.28,0.07,0.09,0.01,0.31,0.19,normal,0
0.05,icmp,ssh,SF,542,145,0,0,0,3,0,0,4,0,0,0,1,0,1,0,0,0,397,102,0.43,0.61,0.09,0.45,0.14,0.1,0.04,32,181,0.13,0.0,0.02,0.0,0.76,0.85,0.04,0.17,pod,1
4.64,tcp,ftp,SF,14867,3469,0,0,0,10,0,1,2,0,0,0,2,0,0,0,0,0,436,422,0.01,0.1,0.16,0.01,0.86,0.02,0.12,80,86,0.9,0.05,0.07,0.06,0.02,0.01,0.04,0.04,normal,0
3.33,tcp,dns,SF,4379,2376,0,0,0,9,0,1,1,0,0,0,2,0,2,0,0,0,209,174,0.05,0.08,0.04,0.0,1.0,0.03,0.02,181,107,0.92,0.07,0.04,0.06,0.16,0.08,0.12,0.54,normal,0
0.06,tcp,pop3,SF,1242,58,0,0,0,3,0,1,7,0,0,0,2,0,3,0,0,0,177,44,0.0,0.08,0.05,0.01,0.39,0.26,0.08,227,21,0.55,0.03,0.29,0.0,0.03,0.09,0.14,0.1,satan,2
1.26,udp,private,S2,1905,149,0,0,0,15,0,1,0,0,0,0,1,0,4,0,0,0,322,318,0.19,0.14,0.03,0.01,0.95,0.05,0.01,29,149,1.0,0.06,0.0,0.02,0.04,0.01,0.04,0.09,normal,0
0.59,udp,telnet,RSTO,590,64,0,0,0,3,0,1,8,0,0,0,2,0,1,0,0,0,355,355,0.07,0.92,0.05,0.03,0.44,0.02,0.28,246,241,0.89,0.1,0.01,0.14,0.55,0.09,0.03,0.02,teardrop,1
3.59,icmp,domain_u,SF,5523,1394,0,0,0,18,0,1,1,0,0,0,2,0,3,0,0,0,143,320,0.25,0.07,0.1,0.01,0.99,0.01,0.0,159,244,0.98,0.13,0.07,0.06,0.17,0.07,0.22,0.22,normal,0
3.65,icmp,smtp,SF,3165,4408,0,0,0,17,0,1,2,0,0,0,2,0,0,0,0,0,42,336,0.1,0.04,0.06,0.01,0.71,0.03,0.42,219,56,0.96,0.05,0.06,0.11,0.12,0.3,0.01,0.1,normal,0
1.24,udp,domain_u,SF,2327,2043,0,0,0,7,0,1,1,0,0,0,0,0,4,0,0,0,327,156,0.01,0.12,0.1,0.04,0.65,0.07,0.05,70,152,0.81,0.1,0.02,0.07,0.02,0.25,0.05,0.14,normal,0
0.75,icmp,ssh,S0,249,61,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,506,167,0.81,0.21,0.03,0.01,0.67,0.08,0.0,117,11,0.9,0.35,0.11,0.07,0.04,0.68,0.12,0.05,smurf,1
0.29,tcp,http,SF,6574,3178,0,0,0,10,0,1,1,0,0,0,2,0,1,0,0,0,431,455,0.09,0.2,0.52,0.3,0.91,0.03,0.13,132,145,0.96,0.16,0.18,0.03,0.03,0.19,0.12,0.02,normal,0
0.37,icmp,http,RSTO,187,210,0,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,18,122,0.12,0.01,0.25,0.04,0.53,0.14,0.02,158,17,0.41,0.13,0.11,0.06,0.12,0.1,0.06,0.01,smurf,1
0.13,udp,auth,RSTR,464,42,0,0,0,1,0,1,7,0,0,0,2,0,3,0,0,0,430,428,0.66,0.91,0.03,0.06,0.73,0.03,0.23,238,14,0.52,0.13,0.03,0.0,0.95,0.69,0.08,0.13,neptune,1
0.16,icmp,pop3,SF,1046,161,0,0,0,4,0,1,0,0,0,0,1,0,2,0,0,0,395,178,0.11,0.27,0.13,0.08,0.3,0.09,0.28,6,9,0.17,0.12,0.02,0.15,0.05,0.04,0.15,0.32,imap_att,3
0.05,udp,private,REJ,3272,4087,0,0,0,7,0,1,2,0,0,0,2,0,2,0,0,0,485,304,0.05,0.12,0.09,0.02,0.92,0.07,0.11,90,173,0.82,0.05,0.07,0.09,0.14,0.02,0.22,0.04,normal,0
0.07,tcp,pop3,SF,291,12,0,0,0,0,0,1,2,0,0,0,1,0,4,0,0,0,140,128,0.61,0.89,0.23,0.16,0.88,0.19,0.0,83,243,0.08,0.06,0.08,0.06,0.88,0.45,0.13,0.05,smurf,1
0.28,tcp,pop3,S2,73,109,0,0,0,4,0,1,6,0,0,0,2,0,3,0,0,0,220,418,0.01,0.04,0.03,0.06,0.51,0.03,0.17,41,134,0.91,0.12,0.01,0.01,0.02,0.01,0.04,0.04,ipsweep,2
0.74,tcp,dns,SF,319,16,0,0,0,1,0,0,6,0,0,0,0,0,2,0,0,0,394,22,0.5,0.43,0.02,0.05,0.13,0.02,0.07,207,1,0.54,0.05,0.13,0.05,0.93,0.27,0.09,0.02,neptune,1
0.35,tcp,auth,SH,3164,2766,0,0,0,10,0,1,1,0,0,0,2,0,4,0,0,0,166,371,0.16,0.17,0.02,0.08,0.89,0.08,0.04,38,154,1.0,0.12,0.02,0.01,0.1,0.09,0.04,0.14,normal,0
0.27,tcp,imap,OTH,1998,10,0,0,0,3,0,0,6,0,0,0,0,0,1,0,0,0,368,297,0.78,0.57,0.22,0.08,0.77,0.12,0.0,62,139,0.22,0.07,0.15,0.06,0.49,0.1,0.06,0.12,neptune,1
0.62,udp,ssh,SF,130,101,0,0,0,1,0,0,9,0,0,0,0,0,2,0,0,0,473,478,0.12,0.29,0.13,0.05,0.49,0.19,0.09,185,181,0.35,0.22,0.01,0.08,0.08,0.06,0.04,0.15,satan,2
0.01,udp,domain_u,SF,1253,86,0,0,0,3,0,1,0,0,0,0,0,0,3,0,0,0,56,78,0.05,0.01,0.08,0.05,0.74,0.17,0.01,145,113,0.44,0.02,0.07,0.04,0.09,0.12,0.11,0.06,satan,2
3.02,tcp,telnet,SF,2035,489,0,0,0,2,0,1,1,0,0,0,2,0,3,0,0,0,403,146,0.03,0.03,0.14,0.06,0.99,0.06,0.07,222,39,0.99,0.29,0.06,0.03,0.07,0.0,0.08,0.01,normal,0
5.54,tcp,private,S1,703,18,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,255,422,0.09,0.14,0.02,0.29,0.95,0.12,0.08,44,189,0.96,0.1,0.06,0.18,0.22,0.21,0.07,0.06,normal,0
0.36,udp,private,SF,1044,12,0,0,0,4,0,0,8,0,0,0,0,0,4,0,0,0,507,108,0.22,0.79,0.05,0.16,0.21,0.16,0.05,84,252,0.37,0.08,0.0,0.05,0.04,0.5,0.05,0.15,neptune,1
3.38,tcp,auth,SF,2047,7637,0,0,0,4,0,1,2,0,0,0,2,0,2,0,0,1,426,116,0.01,0.02,0.1,0.07,0.92,0.03,0.02,71,104,0.95,0.0,0.05,0.21,0.03,0.02,0.19,0.02,normal,0
0.34,tcp,auth,SF,1137,5143,0,0,0,14,0,1,0,0,0,0,1,0,4,0,0,1,143,125,0.06,0.03,0.08,0.18,0.97,0.42,0.06,60,224,0.74,0.04,0.08,0.05,0.04,0.19,0.21,0.01,normal,0
0.96,tcp,smtp,OTH,17281,1777,0,0,0,1,0,1,1,0,0,0,1,0,4,0,0,0,312,104,0.0,0.03,0.29,0.04,0.86,0.23,0.0,36,166,0.82,0.05,0.07,0.13,0.12,0.27,0.17,0.07,normal,0
9.37,udp,private,SF,4034,5490,0,0,0,16,0,1,2,0,0,0,2,0,1,0,0,0,14,411,0.02,0.21,0.05,0.02,0.98,0.01,0.22,155,4,0.95,0.19,0.43,0.04,0.05,0.06,0.28,0.06,normal,0
0.61,tcp,domain_u,SF,122,224,0,0,0,1,0,1,7,0,0,0,0,0,1,0,0,0,255,326,0.25,0.03,0.0,0.06,0.71,0.02,0.22,9,167,0.6,0.16,0.11,0.08,0.17,0.01,0.01,0.11,portsweep,2
0.16,tcp,finger,S0,51,129,0,0,0,3,0,1,1,0,0,0,2,0,1,0,0,0,444,290,0.26,0.03,0.05,0.02,0.88,0.02,0.1,75,34,0.46,0.23,0.14,0.33,0.17,0.02,0.0,0.05,portsweep,2
0.29,tcp,domain_u,SF,718,138,0,0,0,0,0,1,4,0,0,0,2,0,2,0,0,0,178,235,0.26,0.23,0.01,0.01,0.29,0.01,0.06,84,178,0.42,0.04,0.28,0.16,0.0,0.16,0.09,0.08,satan,2
0.58,tcp,smtp,SF,39,116,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,91,33,0.69,0.16,0.16,0.01,0.2,0.01,0.15,105,172,0.18,0.03,0.04,0.19,0.61,0.36,0.03,0.01,smurf,1
0.01,tcp,http,SF,1075,135,0,0,0,0,0,1,6,0,0,0,2,0,4,0,0,0,248,51,0.0,0.23,0.16,0.03,0.4,0.36,0.03,22,38,0.28,0.14,0.07,0.16,0.25,0.37,0.06,0.03,nmap,2
1.84,tcp,smtp,REJ,6957,4103,0,0,0,12,0,1,2,0,0,0,1,0,1,0,0,0,227,177,0.0,0.1,0.11,0.26,0.9,0.02,0.0,224,52,0.95,0.03,0.11,0.0,0.09,0.06,0.05,0.05,normal,0
0.15,udp,finger,SF,500,497,0,0,0,0,0,1,9,0,0,0,2,0,4,0,0,0,225,293,0.64,0.98,0.08,0.0,0.33,0.05,0.05,101,229,0.28,0.15,0.09,0.05,0.02,0.98,0.18,0.11,neptune,1
0.25,tcp,auth,SF,1111,1,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,311,420,0.61,0.47,0.23,0.03,0.39,0.01,0.04,152,37,0.38,0.04,0.26,0.14,0.91,0.51,0.0,0.11,smurf,1
0.11,tcp,ftp,SF,30,3,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,151,480,0.09,0.08,0.15,0.06,0.4,0.07,0.17,114,116,0.08,0.07,0.05,0.08,0.13,0.01,0.02,0.01,ipsweep,2
1.01,udp,domain_u,SF,2368,3237,0,0,0,4,0,1,2,0,0,0,1,0,2,0,0,0,461,325,0.09,0.15,0.1,0.0,0.91,0.08,0.12,184,38,0.88,0.09,0.08,0.11,0.08,0.03,0.04,0.18,normal,0
0.87,tcp,pop3,S1,1138,6798,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,318,202,0.03,0.05,0.3,0.23,0.84,0.01,0.11,168,220,0.6,0.01,0.02,0.04,0.06,0.08,0.01,0.15,normal,0
0.11,tcp,pop3,SF,214,113,0,0,0,3,0,0,6,0,0,0,0,0,4,0,0,0,95,39,0.23,0.28,0.23,0.09,0.15,0.19,0.01,177,93,0.69,0.13,0.02,0.04,0.23,0.03,0.19,0.21,satan,2
0.31,icmp,auth,SF,490,316,0,0,0,1,0,1,3,0,0,0,2,0,3,0,0,0,380,415,0.66,0.34,0.06,0.32,0.26,0.13,0.01,19,12,0.06,0.08,0.05,0.09,0.48,0.36,0.22,0.1,neptune,1
1.38,udp,smtp,SF,1861,3966,0,0,0,16,0,1,0,0,0,0,1,0,4,0,0,0,166,333,0.01,0.06,0.09,0.03,0.99,0.04,0.15,196,212,0.92,0.1,0.12,0.11,0.06,0.06,0.02,0.0,normal,0
0.54,udp,ftp,SF,5315,907,0,0,0,17,0,1,1,0,0,0,0,0,0,0,0,0,49,459,0.01,0.12,0.12,0.21,0.99,0.07,0.13,231,211,0.79,0.01,0.15,0.05,0.14,0.01,0.04,0.02,normal,0
0.01,tcp,ftp,SF,143,51,0,0,0,1,0,0,5,0,0,0,0,0,3,0,0,0,101,169,0.03,0.12,0.06,0.11,0.61,0.01,0.3,166,239,0.33,0.04,0.17,0.2,0.95,0.26,0.09,0.38,neptune,1
1.02,udp,domain_u,SF,6221,2440,0,0,0,17,0,1,1,0,0,0,2,0,4,0,0,0,309,388,0.03,0.09,0.02,0.16,0.95,0.3,0.09,26,219,0.94,0.05,0.03,0.07,0.35,0.27,0.05,0.02,normal,0
0.44,udp,telnet,SF,10041,603,0,2,0,7,0,1,2,0,0,0,1,0,0,0,0,0,92,356,0.17,0.04,0.29,0.04,0.97,0.26,0.14,104,252,0.82,0.08,0.02,0.05,0.09,0.07,0.09,0.01,normal,0
0.02,tcp,auth,S0,264,195,0,0,0,4,3,0,7,0,0,0,1,0,0,0,0,0,96,112,0.77,0.74,0.09,0.08,0.16,0.02,0.01,207,174,0.72,0.03,0.07,0.06,0.9,0.91,0.02,0.06,smurf,1
0.15,icmp,pop3,SF,1286,44,0,0,0,1,0,0,7,0,0,0,2,0,1,0,0,0,39,122,0.79,0.22,0.07,0.03,0.58,0.01,0.02,45,195,0.49,0.06,0.08,0.09,0.28,0.93,0.05,0.01,smurf,1
0.96,udp,finger,SF,421,471,0,0,0,3,0,1,1,0,0,0,0,0,3,0,0,0,459,427,0.07,0.03,0.08,0.04,1.0,0.09,0.02,70,209,0.98,0.05,0.1,0.0,0.12,0.04,0.07,0.07,normal,0
1.6,udp,private,RSTO,1596,10176,0,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,303,133,0.05,0.12,0.04,0.0,0.98,0.17,0.08,242,241,0.89,0.11,0.16,0.17,0.1,0.09,0.04,0.11,normal,0
1.39,tcp,telnet,SF,7982,12929,0,0,0,17,0,1,0,0,0,0,1,0,0,0,0,0,108,169,0.23,0.25,0.1,0.07,0.76,0.01,0.02,141,109,0.97,0.1,0.06,0.03,0.07,0.07,0.11,0.07,normal,0
0.78,udp,private,SF,767,44,1,0,0,2,1,0,5,0,0,0,2,0,2,0,0,0,59,427,0.19,0.98,0.06,0.36,0.06,0.13,0.01,228,192,0.63,0.03,0.06,0.21,0.3,0.59,0.12,0.21,smurf,1
0.47,tcp,dns,SF,21,4,0,0,0,2,0,0,9,0,0,0,1,0,0,0,0,0,311,296,0.14,0.04,0.09,0.12,0.88,0.01,0.32,63,115,0.54,0.24,0.03,0.13,0.23,0.24,0.05,0.03,portsweep,2
0.59,tcp,private,S1,33,94,0,0,0,1,0,1,1,0,0,0,0,0,4,0,0,0,171,422,0.05,0.18,0.0,0.09,0.22,0.05,0.02,124,201,0.19,0.14,0.01,0.01,0.1,0.19,0.02,0.05,portsweep,2
0.22,tcp,http,REJ,929,54,0,0,0,1,0,1,7,0,0,0,2,0,0,0,0,0,477,403,0.97,0.36,0.01,0.05,0.02,0.23,0.01,34,222,0.94,0.09,0.06,0.09,0.91,0.67,0.1,0.02,smurf,1
0.4,tcp,http,SF,5,27,0,0,0,4,0,1,3,0,0,0,2,0,4,0,0,0,187,511,0.78,0.09,0.25,0.05,0.37,0.02,0.08,187,105,0.15,0.03,0.08,0.16,0.88,0.53,0.01,0.15,teardrop,1
0.13,tcp,dns,S0,754,69,0,0,0,0,0,0,9,0,0,0,2,0,2,0,0,0,192,454,0.39,0.84,0.0,0.03,0.06,0.27,0.04,252,203,0.82,0.12,0.12,0.05,0.2,0.0,0.05,0.23,teardrop,1
0.87,tcp,smtp,SH,105,72,0,0,0,1,0,0,7,0,0,0,0,0,1,0,0,0,175,128,0.17,0.01,0.13,0.11,0.33,0.01,0.02,168,83,0.5,0.12,0.32,0.02,0.01,0.15,0.16,0.09,ipsweep,2
0.13,tcp,auth,SF,1161,28,0,3,0,1,0,1,7,1,1,4,2,1,1,0,0,0,407,196,0.02,0.09,0.15,0.22,0.38,0.04,0.01,169,84,0.12,0.12,0.0,0.12,0.05,0.11,0.17,0.19,rootkit,4
1.47,udp,domain_u,S0,7899,4240,0,0,0,19,0,1,2,0,0,0,0,0,4,0,0,0,272,293,0.12,0.03,0.04,0.02,0.9,0.2,0.17,135,225,0.9,0.03,0.06,0.03,0.4,0.03,0.0,0.04,normal,0
0.02,tcp,ssh,SF,274,2,0,0,0,3,0,1,7,0,0,0,1,0,0,0,0,0,308,279,0.53,0.04,0.21,0.23,0.72,0.16,0.16,135,133,0.41,0.01,0.04,0.12,0.95,0.73,0.05,0.17,neptune,1
2.06,tcp,finger,SF,728,3305,0,0,0,5,0,1,0,0,0,0,2,0,3,0,0,0,467,469,0.22,0.04,0.34,0.15,0.79,0.09,0.09,188,245,0.92,0.05,0.06,0.07,0.08,0.01,0.04,0.03,normal,0
0.18,icmp,auth,SF,23,52,0,0,0,3,0,0,6,0,0,0,1,0,0,0,0,0,366,56,0.01,0.35,0.16,0.1,0.83,0.13,0.13,180,56,0.16,0.2,0.01,0.03,0.65,0.79,0.02,0.01,neptune,1
4.17,udp,imap,RSTR,1017,613,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,166,195,0.11,0.1,0.14,0.01,0.99,0.05,0.28,100,121,0.56,0.04,0.01,0.0,0.03,0.02,0.03,0.14,normal,0
0.15,tcp,dns,SF,282,55,0,0,0,2,0,0,2,0,0,0,1,0,3,0,0,0,278,335,0.05,0.13,0.0,0.06,0.59,0.03,0.01,18,22,0.23,0.08,0.03,0.17,0.01,0.32,0.37,0.1,guess_passwd,3
0.29,icmp,dns,SF,270,345,0,0,0,4,0,0,0,0,0,0,2,0,3,0,0,0,251,152,0.01,0.05,0.19,0.05,0.65,0.03,0.26,99,5,0.53,0.03,0.09,0.01,0.0,0.1,0.07,0.1,satan,2
1.53,udp,dns,SF,513,2651,0,0,0,3,0,1,1,0,0,0,2,0,4,0,0,0,31,96,0.12,0.0,0.41,0.07,0.96,0.06,0.11,47,91,0.66,0.35,0.02,0.03,0.0,0.03,0.05,0.19,normal,0
4.5,udp,domain_u,S2,3863,4480,0,0,0,4,0,1,2,0,0,0,1,0,0,0,0,0,227,282,0.11,0.01,0.1,0.07,0.83,0.08,0.06,59,210,0.56,0.17,0.05,0.12,0.12,0.05,0.05,0.08,normal,0
0.78,tcp,pop3,SF,1466,713,0,0,0,18,0,1,1,0,0,0,1,0,3,0,0,0,251,110,0.16,0.13,0.1,0.24,0.89,0.38,0.04,1,142,0.85,0.12,0.26,0.05,0.11,0.41,0.02,0.19,normal,0
0.3,udp,pop3,SF,591,0,0,0,0,2,0,0,2,0,0,0,0,0,3,0,0,0,164,108,0.14,0.25,0.07,0.01,0.94,0.08,0.06,167,100,0.14,0.04,0.06,0.06,0.69,0.1,0.15,0.08,neptune,1
0.3,tcp,ftp,SF,76,52,0,0,0,3,0,1,7,0,0,0,2,0,4,0,0,0,23,422,0.72,0.66,0.01,0.15,0.13,0.04,0.05,73,98,0.37,0.01,0.04,0.04,0.5,0.62,0.16,0.18,neptune,1
1.78,icmp,smtp,SF,108,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,285,262,0.99,0.79,0.0,0.09,0.36,0.09,0.06,177,81,0.92,0.09,0.23,0.02,0.51,0.6,0.01,0.08,neptune,1
0.93,udp,http,RSTO,88,13,0,0,0,2,0,0,6,0,0,0,1,0,4,0,0,0,301,30,0.14,0.44,0.21,0.0,0.02,0.08,0.11,216,221,0.51,0.15,0.13,0.0,0.9,0.89,0.09,0.22,neptune,1
0.08,tcp,private,SF,1143,63,0,0,0,4,0,1,6,0,0,0,0,0,3,0,0,0,268,236,0.59,0.3,0.02,0.24,0.13,0.03,0.01,38,132,0.3,0.02,0.11,0.21,0.62,0.82,0.44,0.24,smurf,1
2.28,icmp,ftp,RSTO,1301,2340,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,417,332,0.05,0.02,0.04,0.27,0.97,0.13,0.28,196,156,0.82,0.07,0.07,0.11,0.02,0.09,0.12,0.18,normal,0
0.06,tcp,finger,SF,89,42,0,0,0,4,0,0,7,0,0,0,2,0,2,0,0,0,503,411,0.01,0.03,0.43,0.01,0.91,0.15,0.02,251,128,0.28,0.04,0.04,0.1,0.07,0.05,0.03,0.05,nmap,2
1.26,tcp,auth,SF,423,47,1,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,164,368,0.82,0.14,0.06,0.03,0.98,0.08,0.05,156,92,0.24,0.44,0.2,0.25,0.52,0.15,0.0,0.05,smurf,1
0.31,tcp,finger,SF,696,434,0,0,0,3,0,1,2,0,0,0,2,0,0,0,0,0,82,40,0.02,0.02,0.07,0.33,0.77,0.03,0.09,225,1,0.93,0.1,0.01,0.19,0.12,0.16,0.07,0.17,normal,0
2.9,udp,finger,SF,220,4861,0,0,0,12,2,1,2,0,0,0,0,0,3,0,0,0,89,198,0.03,0.3,0.23,0.01,0.98,0.3,0.06,219,246,0.87,0.04,0.05,0.23,0.06,0.25,0.05,0.1,normal,0
0.51,tcp,smtp,RSTR,1074,121,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,506,382,0.92,0.84,0.02,0.21,0.22,0.27,0.02,213,21,0.34,0.23,0.07,0.02,0.24,0.16,0.1,0.09,neptune,1
0.47,udp,dns,S0,4690,2553,0,0,0,9,0,1,1,0,0,0,1,0,2,0,0,0,1,507,0.11,0.06,0.01,0.02,0.95,0.02,0.02,177,223,0.95,0.07,0.06,0.1,0.16,0.17,0.02,0.08,normal,0
0.09,tcp,http,SF,1248,7,0,0,0,3,0,1,9,0,0,0,1,0,3,0,0,0,280,133,0.24,0.25,0.04,0.03,0.08,0.11,0.01,103,57,0.06,0.04,0.02,0.16,0.32,0.21,0.22,0.13,pod,1
1.43,udp,dns,SF,2487,2530,0,0,0,19,0,1,0,0,0,0,0,0,4,0,0,0,386,42,0.09,0.01,0.02,0.18,0.87,0.04,0.17,12,12,0.96,0.08,0.09,0.27,0.11,0.03,0.04,0.08,normal,0
0.01,udp,http,S1,288,86,0,0,0,1,0,0,8,0,0,0,2,0,1,0,0,0,194,109,0.21,0.15,0.05,0.3,0.56,0.12,0.32,163,75,0.61,0.05,0.08,0.06,0.09,0.04,0.06,0.03,nmap,2
0.33,tcp,ssh,SF,1522,74,0,0,0,4,0,1,5,0,0,0,1,0,2,0,0,0,270,215,0.13,0.18,0.09,0.01,0.88,0.01,0.32,63,105,0.11,0.15,0.21,0.06,0.27,0.01,0.08,0.24,satan,2
0.62,tcp,pop3,SF,382,173,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,359,204,0.62,0.88,0.08,0.04,0.61,0.1,0.06,109,227,0.09,0.07,0.01,0.17,0.09,1.0,0.15,0.01,smurf,1
0.06,udp,domain_u,SF,67,265,0,0,0,3,0,1,8,0,0,0,0,0,0,0,0,0,318,139,0.01,0.06,0.0,0.21,0.65,0.02,0.08,116,199,0.44,0.22,0.13,0.16,0.03,0.15,0.01,0.03,guess_passwd,3
